database_name,query,difficulty,uuid,query_short,query_business,query_technical,query_short_related,query_business_related,query_technical_related,variant_index
bank_transaction_monitoring,"Показать 10 последних операций по счетам, проведённых через ATM withdrawal, с номером счета, суммой, штатом и датой операции, отсортировав по дате по убыванию.",easy,78078fe3-4ab3-43cd-8f5c-f4b8aa05ebed,"Скрипт для поиска 10 последних операций по счетам через ATM withdrawal с выводом номера счета, суммы, штата и даты операции, отсортированных по дате по убыванию","Поиск 10 последних операций по счетам, выполненных через канал ATM withdrawal, с выводом номера счета, суммы, штата и даты операции, отсортированных по дате в порядке убывания","Поиск 10 последних операций по счетам, выполненных через ATM withdrawal, с выводом номера счета, суммы, штата и даты операции, отсортированных по дате в порядке убывания.","Скрипт для показа 5 последних операций по счетам, проведённых через Net banking, с номером счета, суммой, штатом и датой операции, отсортированных по дате по убыванию.","Извлечь данные о 10 последних транзакциях, проведенных через POS-терминалы, с указанием номера счета, суммы, штата и даты, отсортировав по дате от новых к старым, для анализа потребительского поведения.","Вывести 15 последних операций, проведённых через Net banking, с указанием номера счета, суммы, штата и даты, отсортировав по дате в порядке убывания.",1
bank_transaction_monitoring,"Показать 10 последних операций по счетам, проведённых через ATM withdrawal, с номером счета, суммой, штатом и датой операции, отсортировав по дате по убыванию.",easy,78078fe3-4ab3-43cd-8f5c-f4b8aa05ebed,"Скрипт для поиска 10 последних операций по счетам через ATM withdrawal с выводом номера счета, суммы, штата и даты операции, отсортированных по дате по убыванию","Поиск 10 последних операций по счетам, выполненных через канал ATM withdrawal, с выводом номера счета, суммы, штата и даты операции, отсортированных по дате в порядке убывания","Поиск 10 последних операций по счетам, выполненных через ATM withdrawal, с выводом номера счета, суммы, штата и даты операции, отсортированных по дате в порядке убывания.","Скрипт для вывода 5 последних операций по счетам, совершённых через POS-Walmart, с номером счета, суммой, штатом и датой, отсортированных по дате по убыванию.","Для мониторинга активности клиентов в интернет-банкинге отобразите 10 последних операций через Net banking, включив номер счета, сумму, штат и дату, отсортировав от новых к старым.","Вывести 5 операций по счетам, совершённых через Bankers cheque, с номерами счетов, суммами, штатами и датами, отсортировав их по дате в порядке возрастания.",2
bank_transaction_monitoring,"Показать 10 последних расходных операций по счетам, проведенных в штате NY, с номером счета, суммой, каналом операции и датой.",easy,3f8e1faa-04ac-444e-bc6a-0c9f3d1cf060,"Скрипт для поиска 10 последних расходных операций по счетам в штате NY с выводом номера счета, суммы, канала операции и даты.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы, канала операции и даты для мониторинга активности клиентов.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы операции, канала и даты, с сортировкой по дате операций в порядке убывания.","Скрипт для получения 5 последних доходных операций по счетам, проведенных в штате TX, с номером счета, суммой, каналом и датой.","Для контроля за транзакционной активностью в регионе вывести 5 последних приходных операций по счетам, проведенных в Калифорнии, с указанием номера счета, суммы, способа и даты.","Вывести 5 последних пополнений счетов в штате IL, с номером счета, суммой, каналом операции и датой.",0
bank_transaction_monitoring,"Показать 10 последних расходных операций по счетам, проведенных в штате NY, с номером счета, суммой, каналом операции и датой.",easy,3f8e1faa-04ac-444e-bc6a-0c9f3d1cf060,"Скрипт для поиска 10 последних расходных операций по счетам в штате NY с выводом номера счета, суммы, канала операции и даты.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы, канала операции и даты для мониторинга активности клиентов.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы операции, канала и даты, с сортировкой по дате операций в порядке убывания.","Скрипт для получения 5 самых ранних приходных операций по счетам в штате TX с указанием счета, суммы, канала и даты.","Подготовить отчет по пяти последним расходным операциям клиентов из Калифорнии, включив номер счета, сумму, канал и дату каждой транзакции.","Показать 5 последних операций снятия наличных (ATM withdrawal) с указанием номера счёта, суммы, штата проведения и даты.",1
bank_transaction_monitoring,"Показать 10 последних расходных операций по счетам, проведенных в штате NY, с номером счета, суммой, каналом операции и датой.",easy,3f8e1faa-04ac-444e-bc6a-0c9f3d1cf060,"Скрипт для поиска 10 последних расходных операций по счетам в штате NY с выводом номера счета, суммы, канала операции и даты.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы, канала операции и даты для мониторинга активности клиентов.","Скрипт для поиска 10 последних расходных операций по счетам, проведенных в штате NY, с выводом номера счета, суммы операции, канала и даты, с сортировкой по дате операций в порядке убывания.","Скрипт для отображения 5 последних поступлений на счета в штате CA с номером счета, суммой, каналом и датой.","Для мониторинга транзакционной активности в Калифорнии получите список последних 20 списаний, указав номер счета, сумму, канал операции и дату транзакции.","Показать 5 первых расходных операций по счетам, проведенных в штате CA, с номером счета, суммой и датой, отсортированных по дате по возрастанию",2
bank_transaction_monitoring,"Показать 10 последних операций снятия средств по счетам с суммой меньше нуля, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,f5f8f3ee-d18d-4d9c-ac38-e2b6bbaf5402,"Поиск 10 последних операций снятия средств по счетам с отрицательной суммой, отсортированных по дате от новых к старым.","Поиск 10 последних операций снятия средств по счетам с отрицательной суммой для контроля исходящих транзакций, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Скрипт для поиска 10 последних операций снятия средств по счетам с отрицательной суммой, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от более новых к более старым.","Скрипт для отображения 5 последних транзакций с отрицательной суммой, с деталями: номер счета, сумма, канал, штат и дата, отсортированных по дате в порядке убывания.","Получить список 5 последних пополнений счета через интернет-банкинг с суммой более 10000, указав номер счета, сумму, штат и дату, для сверки крупных поступлений",None,0
bank_transaction_monitoring,"Показать 10 последних операций снятия средств по счетам с суммой меньше нуля, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,f5f8f3ee-d18d-4d9c-ac38-e2b6bbaf5402,"Поиск 10 последних операций снятия средств по счетам с отрицательной суммой, отсортированных по дате от новых к старым.","Поиск 10 последних операций снятия средств по счетам с отрицательной суммой для контроля исходящих транзакций, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Скрипт для поиска 10 последних операций снятия средств по счетам с отрицательной суммой, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от более новых к более старым.","Скрипт для вывода 5 последних операций пополнения счетов с суммой больше нуля, с указанием номера счета, суммы, канала и даты, отсортированных по дате по убыванию.","Для мониторинга операционной активности клиентов по каналам дистанционного обслуживания вывести 5 последних пополнений счетов (сумма больше нуля) с указанием номера счета, суммы, канала и даты, отсортировав по дате от новых к старым.","Вывести 5 последних операций пополнения счетов (сумма больше нуля) с указанием номера счета, суммы, канала и даты, отсортировав по дате в порядке возрастания.",1
bank_transaction_monitoring,"Показать 10 последних операций снятия средств по счетам с суммой меньше нуля, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,f5f8f3ee-d18d-4d9c-ac38-e2b6bbaf5402,"Поиск 10 последних операций снятия средств по счетам с отрицательной суммой, отсортированных по дате от новых к старым.","Поиск 10 последних операций снятия средств по счетам с отрицательной суммой для контроля исходящих транзакций, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Скрипт для поиска 10 последних операций снятия средств по счетам с отрицательной суммой, с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от более новых к более старым.","Скрипт для вывода 10 последних операций пополнения счетов с положительной суммой, с указанием номера счета, суммы, канала и даты, отсортированных по дате от новых к старым.","Для мониторинга подозрительной активности необходимо вывести 5 последних транзакций с отрицательной суммой по счетам, содержащим номер счета, сумму, канал и дату операции, упорядочив их от самых новых к старым.","Показать 5 последних операций зачисления средств на счета с суммой больше нуля, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",2
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятием средств, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,2379f412-16bf-47a5-a479-ad55790b758a,"Скрипт для поиска 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск топ 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск 10 последних операций по счетам со снятием средств с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Скрипт для отображения 5 последних операций по пополнению счетов с указанием номера счета, суммы, канала, штата и даты, отсортированных по дате от новых к старым.","Для мониторинга операций по снятию наличных через банкоматы подготовить отчет по 15 последним транзакциям типа ATM withdrawal с указанием номера счета, суммы, штата и даты, отсортированным от самой свежей к самой ранней.",None,0
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятием средств, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,2379f412-16bf-47a5-a479-ad55790b758a,"Скрипт для поиска 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск топ 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск 10 последних операций по счетам со снятием средств с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Скрипт для отображения 5 последних снятий средств через POS-терминалы, с указанием номера счета, суммы, канала, штата и даты.","Получить список последних 5 списаний со счетов, совершённых через POS-терминалы, с указанием номера счета, суммы и штата для анализа транзакций в торговых точках.","Показать 5 последних операций списания, выполненных через канал ""ATM withdrawal"", с выводом номера счета, суммы, штата и даты, упорядочив записи по убыванию даты.",1
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятием средств, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,2379f412-16bf-47a5-a479-ad55790b758a,"Скрипт для поиска 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск топ 10 последних операций по счетам со снятием средств, отсортированных по дате от новых к старым, с выводом номера счета, суммы, канала, штата и даты операции.","Поиск 10 последних операций по счетам со снятием средств с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по дате от новых к старым.","Показать 5 последних операций по счетам с пополнением средств, указав номер счета, сумму, канал и дату операции, отсортировав по дате от новых к старым.","С целью контроля операционных рисков подготовить список 10 последних списаний со счетов, включающий информацию о номере счета, сумме, канале, штате и дате, отсортированный по убыванию даты.","Выбрать 5 последних операций пополнения счета, выполненных через интернет-банкинг, отобразив номер счета, сумму, канал и дату транзакции, с сортировкой по дате в порядке убывания.",2
bank_transaction_monitoring,"Показать 10 самых крупных исходящих операций по счетам с указанием номера счета, суммы, канала, штата и даты операции, отсортировав их по сумме от самой большой траты к меньшей.",easy,f26bbd3a-2e15-417b-822f-a00742aed6cd,"Скрипт для поиска 10 крупнейших исходящих операций по счетам с указанием номера счета, суммы, канала, штата и даты операции, отсортированных по сумме от большей к меньшей.","Поиск топ 10 крупнейших исходящих операций по счетам с указанием номера счета, суммы, канала, штата и даты операции, отсортированных по величине списания от наибольшего к наименьшему.","Поиск 10 крупнейших исходящих операций по счетам с выводом номера счета, суммы, канала, штата и даты операции, отсортированных по убыванию суммы списания.",None,"Для контроля крупных онлайн-транзакций подготовить отчёт по 15 наибольшим списаниям через Net banking с указанием номера счёта, суммы, канала, штата и даты, отсортированным от максимальной траты к минимальной.","Получить 5 самых крупных входящих операций (положительные суммы) по счетам, с указанием номера счета, суммы, канала, штата и даты, отсортировав их по сумме от наибольшей к наименьшей.",0
