database_name,query,difficulty,uuid
sakila,"Вывести за период с 1 июня по 31 августа 2005 года клиентов, у которых было не менее 10 платежей, указав имя и фамилию клиента, количество платежей, общую сумму, средний размер платежа и признак подозрительной активности, если общая сумма превышает 100 или средний платеж больше 7.00.",medium,11b5e5d5-552b-4127-88f1-ba0b1e7585cf
sakila,"Найти клиентов, у которых за июль 2005 года было более 5 платежей, рассчитать общую сумму и средний размер платежа по каждому клиенту, а также пометить как подозрительных тех, у кого хотя бы один платеж превышал 8 долларов.",medium,b525e602-bf1c-4e4c-8265-4744cdce04d1
sakila,"Найти за июль 2005 года клиентов, у которых общая сумма платежей превысила 50, посчитать количество операций, средний и максимальный платёж, а также отдельно количество подозрительно крупных платежей больше 8, сгруппировав результаты по клиенту и магазину обслуживания.",medium,0aa0168a-a6bd-4adb-82f6-57062b28aa52
sakila,"Выявить клиентов, у которых за июнь 2005 года было более 10 платежей или общая сумма платежей превысила 50, с указанием имени и фамилии клиента, количества платежей, общей суммы, средней суммы платежа и признака риска по превышению порога.",medium,5381bbdd-763b-4f3e-a170-f4f1709f52d7
sakila,"Сформировать список клиентов, которые в июле 2005 года совершили через одного и того же сотрудника не менее 5 платежей, показав ФИО клиента, ФИО сотрудника, количество платежей, общую сумму и признак повышенного внимания, если сумма превышает 50.",medium,b73083af-3930-4f0b-8391-beec9292265e
sakila,"Найти клиентов, у которых за июль 2005 года было не менее 10 платежей, рассчитать по каждому клиенту количество платежей, общую сумму, средний и максимальный платёж, а также отметить признак риска, если максимальный платёж превышает средний более чем в 3 раза.",medium,cd74d141-7b36-41e0-b0de-66a63292862f
sakila,"Показать клиентов, у которых за июль 2005 года было не менее 5 платежей, рассчитав общее количество операций, суммарную сумму, средний чек и долю платежей свыше 5.00, с пометкой клиента как подозрительного, если общая сумма платежей превышает 50.00 или доля крупных платежей больше 40%.",medium,aa5537b9-f5d0-410f-8cea-0ee9f9ae839d
sakila,"Показать активных клиентов, у которых за июль 2005 года было не менее 10 платежей: вывести имя и фамилию клиента, количество платежей, общую сумму, средний платёж и количество крупных платежей свыше 8.00, сгруппировав данные по клиенту.",medium,ed2b2ce7-a830-486f-8b29-17ae9caecd93
sakila,"Для каждого активного клиента за июль 2005 года рассчитать количество платежей, общую сумму операций, средний и максимальный платеж, а также число подозрительно крупных платежей свыше 8.00; вывести только клиентов, у которых общая сумма платежей превышает 50.00 или было не менее трёх крупных платежей.",medium,cfe3d5f6-d356-4008-b91f-9b593213f44d
sakila,"Выявить за каждый месяц клиентов, у которых сумма платежей и количество операций за любые 7 последовательных дней превышают их собственные средние показатели за предыдущие 30 дней минимум в 3 раза, при этом платежи проводились более чем одним сотрудником или магазином; для таких клиентов вывести месяц, клиента, город и страну, сумму и число платежей в подозрительном 7-дневном окне, средние 30-дневные значения, количество задействованных сотрудников и магазинов, а также ранг клиента внутри месяца по величине превышения над историческим средним.",hard,311822a6-bfa2-410d-9cff-837531afebff
sakila,"Выявить активных клиентов, у которых в 2005 году был хотя бы один месяц с аномальной платёжной активностью: месячная сумма платежей превышала среднюю месячную сумму этого клиента за все предыдущие месяцы минимум в 3 раза, количество платежей было выше медианного количества платежей по клиентам из той же страны за тот же месяц, а сами платежи проходили через более чем одного сотрудника или магазин; для каждого такого случая вывести клиента, страну и город, месяц, сумму и число платежей, отклонение от предыдущего среднего, число задействованных сотрудников и магазинов, а также ранг клиента по сумме платежей внутри страны за этот месяц.",hard,a9f0f651-791c-404f-a110-d29ef9cf34dd
sakila,"Рассматривая платежи клиентов как банковские транзакции, выяви клиентов с потенциально подозрительной активностью: за каждый месяц 2005 года найти тех, у кого месячная сумма платежей входит в верхние 10% среди клиентов той же страны, количество платежей выше среднего по стране за этот месяц, были платежи через обоих сотрудников, а также есть хотя бы одна серия из трёх и более платежей в течение 24 часов; вывести клиента, страну, месяц, число платежей, сумму, средний платёж, количество задействованных сотрудников и место клиента в рейтинге по месячной сумме внутри страны.",hard,7421a50d-8435-4b2d-b0c1-1669eca062c9
sakila,"Выявить клиентов для банковского мониторинга, у которых в любой календарный день сумма и количество платежей существенно превышают их собственный скользящий 30-дневный средний уровень и одновременно входят в топ-5% по стране клиента, дополнительно показав город и страну клиента, задействованные магазины и сотрудников, число связанных аренд, ранг клиента внутри страны по дневной сумме платежей и признак, что в этот день платежи проводились через более чем одного сотрудника или магазин.",hard,e2bffab7-b143-4f59-8dd6-c4fb59dd2e39
sakila,"Выявить клиентов с признаками подозрительной транзакционной активности: за каждый месяц рассчитать по клиенту количество и сумму платежей, число разных сотрудников и магазинов, через которые проходили операции, сравнить месячную сумму клиента с его средним значением за предыдущие три месяца и со средним по стране проживания клиента, а затем вывести клиентов, у которых месячная сумма платежей минимум в 2 раза выше обеих базовых линий и при этом было не менее 3 платежей через разных сотрудников.",hard,8b657808-1ea7-4adb-ac34-100771a6d892
sakila,"Выявить клиентов для банковского мониторинга подозрительных платежей: за каждый месяц найти клиентов, у которых суммарная сумма платежей и количество операций превышают 90-й перцентиль по их стране, при этом месячный оборот вырос более чем в 2 раза относительно предыдущего активного месяца, а в течение хотя бы одного дня было не менее 3 платежей, проведённых через разных сотрудников; для каждого такого клиента вывести страну, город, магазин, число платежей, сумму, средний чек, дату первой и последней операции месяца, процент отклонения от среднего оборота по стране и ранг клиента внутри страны по месячной сумме платежей.",hard,02706729-cc14-466a-9ec2-4802ed39715b
sakila,"Выявить клиентов для банковского мониторинга, у которых в течение одного календарного месяца было не менее 5 платежей, месячная сумма платежей превысила их среднюю месячную сумму за предыдущие месяцы более чем в 2 раза, при этом хотя бы один платёж был проведён сотрудником магазина, расположенного в стране, отличной от страны адреса клиента; для таких клиентов вывести месяц, ФИО клиента, страну клиента, количество платежей, сумму платежей, отклонение от исторического среднего, количество разных сотрудников и магазинов, а также ранг клиента внутри месяца по величине превышения над его историческим средним.",hard,9a5bfdbf-35aa-417b-870e-1f190a591bbf
sakila,"Выявить клиентов, у которых за каждый месяц 2005 года сумма платежей превышала среднюю месячную сумму по их стране более чем на 50%, при этом не менее трёх платежей в месяце были проведены разными сотрудниками или в разных магазинах, и вывести для таких клиентов месяц, страну, город, общую сумму платежей, количество операций, долю операций с возвратом аренды позже установленного срока фильма, а также ранг клиента внутри страны по месячной сумме платежей.",hard,f34812da-34b5-4c26-b550-14078da740a7
sakila,"Выявить клиентов с подозрительной платёжной активностью: за каждый месяц 2005 года посчитать по клиенту количество платежей, общую сумму и средний чек, сравнить эти показатели со средними значениями по его городу и стране, найти клиентов, у которых месячная сумма платежей минимум в 3 раза выше среднего по городу или входит в топ-5% по стране, дополнительно показать их предыдущий месячный оборот, процентный рост к предыдущему месяцу, количество разных сотрудников, принявших платежи, и самый крупный платёж за месяц.",hard,dcfcfee7-07aa-4427-bf2f-3c4ac641762a
sakila,"Выявить клиентов с аномальной платёжной активностью для банковского мониторинга: по каждому клиенту агрегировать платежи по дням, определить сумму и количество транзакций, сравнить дневную сумму с его скользящим средним за предыдущие 30 дней и со средним уровнем клиентов из той же страны, учитывать долю платежей через разных сотрудников и магазины, исключить клиентов с недостаточной историей, а затем вывести топ подозрительных дней, где сумма платежей превышает личную норму как минимум в 3 раза и одновременно входит в верхние 5% по стране.",hard,d2d890c2-7e67-4029-bcb0-1c132cd5fbc0
sakila,"Выявить клиентов с подозрительной платёжной активностью: для каждого клиента рассчитать по платежам скользящие 24-часовые окна, найти окна, где сумма и количество платежей минимум в 3 раза превышают его средние дневные показатели за предыдущие 30 дней, дополнительно показать страну и город клиента, магазин и сотрудника, принявшего последний платёж в таком окне, а также ранжировать найденные случаи по степени отклонения от исторической нормы.",hard,6d7b7b0c-1d20-4794-8466-8d1ccd4454ef
sakila,"Сформировать список активных клиентов, у которых в течение любого календарного дня сумма платежей была как минимум в 3 раза выше их собственной средней дневной суммы за предыдущие 30 дней и одновременно выше среднего дневного уровня по стране клиента, при этом за этот день было не менее 3 платежей, проведённых через разных сотрудников или магазины; для каждого такого клиента показать страну, город, дату подозрительной активности, число платежей, общую сумму, отклонение от личного 30-дневного среднего, отклонение от среднего по стране и названия арендованных фильмов, связанных с этими платежами.",hard,d496ca90-1613-487a-a488-32ee860569b3
sakila,"Сформировать список клиентов для AML-проверки: найти по каждому клиенту календарные дни, когда было не менее 3 платежей, дневная сумма платежей превысила среднюю дневную сумму этого клиента за предыдущие 30 дней минимум в 3 раза, а операции в этот день проводились более чем одним сотрудником или магазином; вывести клиента, его страну и город, дату, количество платежей, дневную сумму, среднюю сумму за предыдущие 30 дней, отклонение от среднего и ранг риска среди всех таких дней по убыванию отклонения.",hard,2093d79f-7907-47e6-8b31-7b92959495ff
sakila,"Сформировать список клиентов для AML-мониторинга: за каждый месяц 2005 года найти активных клиентов, у которых месячная сумма платежей минимум в два раза превышает средний месячный оборот клиентов из той же страны, и при этом есть серия из не менее трёх платежей в течение 60 минут, проведённых через разных сотрудников или магазины; для каждого клиента показать страну, город, месяц, количество платежей, общую сумму, максимальную часовую сумму, число задействованных сотрудников и магазинов, а также ранг клиента по сумме платежей внутри страны за этот месяц.",hard,8948cf18-8da5-47b4-ab4d-49480b603b6d
sakila,"Сформировать отчёт AML-мониторинга по клиентам, у которых за один календарный день сумма платежей существенно аномальна: посчитать дневное количество и сумму транзакций клиента, сравнить их с его средним дневным объёмом за предыдущие 30 дней и со средним дневным объёмом клиентов из той же страны, отметить случаи превышения обоих ориентиров минимум в 3 раза, дополнительно показать город и страну клиента, магазин, сотрудников, принимавших платежи, количество разных аренд за день, максимальный платёж, долю этого дня в месячном обороте клиента и ранжировать найденные дни по уровню подозрительности.",hard,122f22d5-4e71-470d-a676-770062b7adc6
sakila,"Выявить клиентов для банковского мониторинга транзакций: за весь период платежей найти дни, когда клиент совершил не менее 3 платежей, дневная сумма превысила его среднюю дневную сумму более чем в 3 раза, а не менее 70% суммы за день прошло через одного сотрудника; для таких случаев вывести клиента, email, город и страну, дату, сумму и количество платежей, число уникальных арендованных фильмов, доминирующего сотрудника, магазин, наиболее частую категорию фильмов в этих операциях и ранг этого дня по сумме среди всех дней клиента.",hard,e5895894-a92a-4770-91e1-bb0e254c7179
sakila,"Выявить клиентов с подозрительной платежной активностью: для каждого клиента и календарного дня рассчитать количество и сумму платежей, сравнить их со средними значениями клиента за предыдущие 30 дней, оставить случаи, где дневная сумма превышает историческое среднее более чем в 3 раза или было не менее 5 платежей за день, дополнительно показать страну и город клиента, магазин и сотрудника, принявшего последний платеж за этот день, количество связанных аренд, долю возвратов с просрочкой и ранг клиента по дневной сумме платежей внутри его страны.",hard,33cc3fa4-2896-43d8-91c2-c8ca3004acb5
sakila,"Найти клиентов, у которых в течение любого календарного месяца сумма платежей по арендам превышала их среднюю месячную сумму за предыдущие 3 месяца минимум в 3 раза и одновременно входила в верхние 5% по сумме платежей среди клиентов той же страны; для таких клиентов показать страну и город, количество платежей, общую сумму, средний чек, долю платежей, проведённых одним и тем же сотрудником, количество разных магазинов и категорий фильмов, а также присвоить ранг риска внутри страны по убыванию месячной суммы платежей.",hard,4b2fdb69-4eb6-4e00-8350-c65c47f3d628
sakila,"Выявить клиентов, у которых в течение любого 7-дневного окна сумма платежей существенно превышала их обычный уровень и средний уровень по стране: рассчитать по каждому клиенту дневные суммы транзакций, скользящую 7-дневную сумму, медианное или среднее значение за предыдущие периоды, сравнить результат с 95-м перцентилем по стране клиента, дополнительно отметить случаи, когда платежи за этот период проводились через разных сотрудников или магазины, и вывести клиента, страну, город, период окна, сумму, количество платежей, число сотрудников, число магазинов и ранг подозрительности.",hard,cbc003d5-8ff3-4d6d-9e84-8e3e1b5c1457
sakila,"Найти клиентов для мониторинга подозрительной активности, у которых за последний полный месяц в данных сумма платежей и количество платежей выросли минимум в 3 раза относительно их среднего помесячного уровня за предыдущие 3 месяца, при этом хотя бы один платёж был проведён сотрудником магазина, расположенного в стране, отличной от страны адреса клиента; для каждого такого клиента вывести имя, фамилию, email, страну клиента, сумму и число платежей за месяц, средние исторические значения, максимальный разовый платёж, количество разных сотрудников и магазинов, а также ранг клиента по сумме платежей внутри его страны.",hard,b83dc3a1-e1fb-4895-821a-3ef588ec0f79
