database_name,query,difficulty,uuid,query_short,query_business,query_technical,query_short_related,query_business_related,query_technical_related,variant_index,true_qdrant_uuid,predicted_short,predicted_business,predicted_technical
sakila,"Показать 10 самых крупных платежей клиентов за июнь 2005 года с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по сумме по убыванию.",easy,c44e6641-c6a1-48ce-9032-2f72be70c8cf,"Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 самых крупных платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме в порядке убывания.",Скрипт для вывода 5 самых дешевых платежей за июль 2005 года с идентификатором платежа и клиента.,"Получение пяти минимальных платежей клиентов за июль 2005 года с полной информацией о плательщике, сотруднике и сумме для контроля минимальных операций.","Выбрать 5 самых ранних платежей в 2006 году с указанием идентификатора платежа, клиента, суммы и даты, отсортированных по дате по возрастанию.",1,aa228506-8c73-5dfa-82d6-658e4747cef5-sql,aa228506-8c73-5dfa-82d6-658e4747cef5-sql;5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;31e16f9a-eed8-51f5-b4a8-597df678d268-sql;3116dc2d-18e5-5677-8f49-27ebe4953dcd-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql,60e68728-8fc7-59ce-a4f9-89a39c06fb9d-sql;3116dc2d-18e5-5677-8f49-27ebe4953dcd-sql;78b4df04-9d3c-500a-819b-e1991ebd92dd-sql;8856dc7a-0389-5ac9-a680-d37120c94d49-sql;2f4fcdf7-9fcc-5623-b377-658b124e65ba-sql,31e16f9a-eed8-51f5-b4a8-597df678d268-sql;5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;aa228506-8c73-5dfa-82d6-658e4747cef5-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;bafc8eab-f07b-54f0-8b98-225791ebb1d5-sql
sakila,"Показать 10 самых крупных платежей клиентов за июнь 2005 года с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по сумме по убыванию.",easy,c44e6641-c6a1-48ce-9032-2f72be70c8cf,"Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 крупнейших платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме по убыванию.","Скрипт для поиска 10 самых крупных платежей клиентов за июнь 2005 года с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по сумме в порядке убывания.","Скрипт для вывода 20 крупнейших платежей клиентов за май 2005 года с идентификатором платежа, клиента, сотрудника, суммой и датой, отсортированных по сумме по убыванию.","Для анализа минимальных транзакций за отчетный месяц подготовить выборку 10 наименьших платежей за июнь 2005 года с указанием идентификатора платежа, клиента, сотрудника, суммы и даты, отсортировав по сумме по возрастанию.","Показать 10 самых маленьких платежей за июнь 2005 года с идентификатором платежа, клиента и суммой, отсортировав по сумме по возрастанию.",2,aa228506-8c73-5dfa-82d6-658e4747cef5-sql,5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;aa228506-8c73-5dfa-82d6-658e4747cef5-sql;31e16f9a-eed8-51f5-b4a8-597df678d268-sql;aaba7f4e-f0ff-5f8e-b937-feb2aebcb6ef-sql;bafc8eab-f07b-54f0-8b98-225791ebb1d5-sql,aa228506-8c73-5dfa-82d6-658e4747cef5-sql;5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;31e16f9a-eed8-51f5-b4a8-597df678d268-sql;78b4df04-9d3c-500a-819b-e1991ebd92dd-sql;758e649c-8652-51e2-a62a-350b8be14bea-sql,31e16f9a-eed8-51f5-b4a8-597df678d268-sql;aa228506-8c73-5dfa-82d6-658e4747cef5-sql;5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;79bc1f53-c827-5ca4-aca6-15549b2de722-sql;e953e356-787b-5fc9-9aaf-f3b74cc80e4a-sql
sakila,"Показать 20 последних платежей клиентов на сумму более 9.00, отсортировав их по дате платежа от новых к старым.",easy,b61a4220-719a-48a6-bf52-a9901f2656e4,"Скрипт для поиска 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Поиск 20 последних платежей клиентов с суммой более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для вывода 10 самых дорогих платежей, выполненных в 2005 году, отсортированных по убыванию суммы.",Получить 15 последних платежей на сумму свыше 10.00 для анализа крупных списаний в рамках ежедневного мониторинга транзакционной активности клиентов.,"Выбрать из таблицы платежей записи с датой платежа в 2005 году, отсортировать их по сумме платежа от большего к меньшему и выделить первые 15 записей.",0,268c869d-a741-55ed-965a-f021d4493d25-sql,5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;aa228506-8c73-5dfa-82d6-658e4747cef5-sql;31e16f9a-eed8-51f5-b4a8-597df678d268-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;aaba7f4e-f0ff-5f8e-b937-feb2aebcb6ef-sql,268c869d-a741-55ed-965a-f021d4493d25-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql,5259df29-82da-5d5f-99fd-a8b1042e7cbd-sql;aa228506-8c73-5dfa-82d6-658e4747cef5-sql;31e16f9a-eed8-51f5-b4a8-597df678d268-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql
sakila,"Показать 20 последних платежей клиентов на сумму более 9.00, отсортировав их по дате платежа от новых к старым.",easy,b61a4220-719a-48a6-bf52-a9901f2656e4,"Скрипт для поиска 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Поиск 20 последних платежей клиентов с суммой более 9.00, отсортированных по дате платежа от новых к старым.","Показать 10 последних платежей на сумму более 7.00, упорядочив по дате платежа по убыванию.","Показать 15 последних платежей, сумма которых находится в диапазоне от 5.00 до 10.00, упорядочив их по дате платежа от новых к старым для оценки типичной стоимости аренды популярных фильмов.","Выбрать из таблицы аренды записи, где дата возврата не пустая, упорядочить их по дате возврата по убыванию и вывести первые 10 строк.",1,268c869d-a741-55ed-965a-f021d4493d25-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;268c869d-a741-55ed-965a-f021d4493d25-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;bafc8eab-f07b-54f0-8b98-225791ebb1d5-sql;268c869d-a741-55ed-965a-f021d4493d25-sql
sakila,"Показать 20 последних платежей клиентов на сумму более 9.00, отсортировав их по дате платежа от новых к старым.",easy,b61a4220-719a-48a6-bf52-a9901f2656e4,"Скрипт для поиска 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей клиентов на сумму более 9.00, отсортированных по дате платежа от новых к старым.","Поиск 20 последних платежей клиентов с суммой более 9.00, отсортированных по дате платежа от новых к старым.","Скрипт для получения 10 последних платежей клиентов на сумму более 5.00, отсортированных по дате платежа от новых к старым.","Сформировать выборку 12 последних транзакций клиентов с суммой более 11 долларов для анализа крупных покупок, отсортировав по дате операции от новых к старым.","Показать 20 последних платежей, сумма которых меньше или равна 5.00, отсортировав их по дате платежа от новых к старым.",2,268c869d-a741-55ed-965a-f021d4493d25-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql,e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;268c869d-a741-55ed-965a-f021d4493d25-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql
sakila,"Показать 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.",easy,413d8fd6-2cee-49af-bbf4-93718769afc4,"Скрипт для поиска 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа по убыванию от более новых к более старым.","Показать 15 последних платежей на сумму больше 5.00, отсортированных по дате платежа от новых к старым.",Отобрать последние 10 платежей на сумму более 9.00 для контроля крупных транзакций клиентов.,"Вывести 10 последних платежей, сумма которых превышает 5.00, упорядочив их по дате платежа от новых к старым.",0,842ea0df-c638-5a0b-b8a7-5002232ac011-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql,2cbeb819-e994-520f-b0df-fd0cbff51808-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql
sakila,"Показать 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.",easy,413d8fd6-2cee-49af-bbf4-93718769afc4,"Скрипт для поиска 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа по убыванию от более новых к более старым.","Скрипт для вывода 15 последних платежей на сумму больше 7.00, отсортированных по дате от новых к старым.",Создать отчёт о 20 последних крупных транзакциях (сумма свыше 8.00) для выявления пиковых платежей и контроля операционной активности.,"Выбрать 15 записей из таблицы платежей, где сумма превышает 10.00, и упорядочить их по дате платежа в порядке возрастания, вывести только первые 15 строк.",1,842ea0df-c638-5a0b-b8a7-5002232ac011-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql
sakila,"Показать 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.",easy,413d8fd6-2cee-49af-bbf4-93718769afc4,"Скрипт для поиска 20 последних платежей на сумму больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа от новых к старым.","Скрипт для формирования списка 20 последних платежей с суммой больше 8.00, отсортированных по дате платежа по убыванию от более новых к более старым.","Скрипт для вывода 15 последних платежей на сумму больше 6.00, отсортированных по дате от новых к старым.","Сформировать отчёт по 15 последним транзакциям с суммой более 9.00 для контроля крупных списаний, отсортировав их от самой свежей к более ранней.","Отфильтровать таблицу платежей по условию, что сумма платежа меньше 5.00 и дата платежа приходится на 2005 год. Отсортировать записи по дате платежа по возрастанию. Вывести первые 10 строк результата.",2,842ea0df-c638-5a0b-b8a7-5002232ac011-sql,842ea0df-c638-5a0b-b8a7-5002232ac011-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql,c35c933b-1acc-5e76-b8d0-0088106e46ad-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;e4f5b75f-12e5-5584-ba3c-b1cc4c01180f-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;268c869d-a741-55ed-965a-f021d4493d25-sql
sakila,"Показать 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их от самых новых к старым.",easy,57e8f8b0-5e44-4b94-b804-51b13e5bae76,"Скрипт для поиска 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортированных от самых новых к старым.","Скрипт для поиска 10 последних платежей клиентов на сумму более 8.00 с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных от самых новых к самым старым.","Скрипт для поиска 10 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по дате платежа от самых новых к самым старым.","Скрипт для вывода 5 последних платежей с суммой менее 2.00, включая идентификатор платежа, сумму и дату, отсортированных от новых к старым.","Для выявления клиентов с высокой транзакционной активностью получите 20 последних платежей на сумму больше 5,00 с указанием идентификаторов платежа и клиента, суммы и даты, отсортировав по убыванию даты.",None,0,a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql;268c869d-a741-55ed-965a-f021d4493d25-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;70125e64-c3a3-5a78-945c-1db179627269-sql,a89aea53-a231-5743-b3c7-2e203554906f-sql;09c83b98-73c4-5969-bb10-6217ba0cc214-sql;3658aec1-bae4-5034-9bf6-a362440e78b4-sql;d0feb92f-6c89-55d7-a7dd-6d584c3eb42c-sql;0975f712-4c74-5187-b542-54f304f1d17a-sql
sakila,"Показать 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их от самых новых к старым.",easy,57e8f8b0-5e44-4b94-b804-51b13e5bae76,"Скрипт для поиска 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортированных от самых новых к старым.","Скрипт для поиска 10 последних платежей клиентов на сумму более 8.00 с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных от самых новых к самым старым.","Скрипт для поиска 10 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по дате платежа от самых новых к самым старым.","Скрипт для отображения 5 последних платежей на сумму более 6.00 с идентификатором платежа, идентификатором клиента и датой, отсортированных от самых новых к старым.","Вывести 15 последних платежей на сумму более 6.00 с идентификатором платежа, клиента, суммой и датой, отсортировав от самых новых к старым, для контроля крупных транзакций.","Вывести 5 платежей, у которых сумма меньше 3.00, с отображением идентификатора платежа, идентификатора клиента и даты платежа, отсортировав записи по возрастанию даты платежа.",1,a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;70125e64-c3a3-5a78-945c-1db179627269-sql,dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;268c869d-a741-55ed-965a-f021d4493d25-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql
sakila,"Показать 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортировав их от самых новых к старым.",easy,57e8f8b0-5e44-4b94-b804-51b13e5bae76,"Скрипт для поиска 10 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, идентификатором клиента, суммой и датой платежа, отсортированных от самых новых к старым.","Скрипт для поиска 10 последних платежей клиентов на сумму более 8.00 с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных от самых новых к самым старым.","Скрипт для поиска 10 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, идентификатора клиента, суммы и даты платежа, отсортированных по дате платежа от самых новых к самым старым.","Скрипт для вывода 10 самых ранних платежей с суммой менее 10.00, показывающий идентификатор платежа, идентификатор клиента, сумму и дату, отсортированных по дате по возрастанию.","Для мониторинга крупных операций подготовить список 15 последних платежей суммой более 9.00 с указанием идентификатора платежа, клиента, суммы и даты, отсортировав их от последних к первым.","Выбрать 15 последних по дате платежей, сумма которых превышает 10.00, и вывести их идентификатор, идентификатор клиента, сумму и дату, упорядочив записи от самых новых к старым.",2,a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;7bd948b3-a57b-5182-b882-e638fc09454b-sql,e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;c35c933b-1acc-5e76-b8d0-0088106e46ad-sql;aaba7f4e-f0ff-5f8e-b937-feb2aebcb6ef-sql;bafc8eab-f07b-54f0-8b98-225791ebb1d5-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql
sakila,"Показать 20 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по дате платежа от новых к старым.",easy,1dcf38a1-a9a8-4a3b-94ee-0166b8be43f9,"Скрипт для поиска 20 последних платежей клиентов на сумму больше 8.00 с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей клиентов на сумму свыше 8.00 с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для отбора 20 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, упорядоченных по дате платежа от новых к старым.","Скрипт для отображения 15 последних платежей на сумму больше 10.00 с идентификатором платежа, клиента, сотрудника, суммой и датой, отсортированных по дате от новых к старым.","Сформировать отчёт по 30 последним транзакциям с суммой более 10.00 для контроля превышения порога крупных платежей, включив идентификатор платежа, клиента, сотрудника, сумму и дату, отсортировав по дате в порядке убывания.","Выбрать из таблицы платежей записи с суммой больше 10.00, ограничить результат первыми 15 записями, отсортировав их по дате платежа в порядке убывания, и включить в вывод идентификатор платежа, идентификатор клиента, идентификатор сотрудника, сумму и дату платежа.",0,758f6a5c-fb42-58c4-8bde-45004bd52662-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;70125e64-c3a3-5a78-945c-1db179627269-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql,c35c933b-1acc-5e76-b8d0-0088106e46ad-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;bafc8eab-f07b-54f0-8b98-225791ebb1d5-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql,014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;a06aefd1-4dab-51f3-8aa4-eccc1ee41cbd-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;c35c933b-1acc-5e76-b8d0-0088106e46ad-sql
sakila,"Показать 20 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по дате платежа от новых к старым.",easy,1dcf38a1-a9a8-4a3b-94ee-0166b8be43f9,"Скрипт для поиска 20 последних платежей клиентов на сумму больше 8.00 с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей клиентов на сумму свыше 8.00 с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для отбора 20 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, упорядоченных по дате платежа от новых к старым.","Скрипт для вывода 5 самых дорогих платежей с суммой более 12.00, с указанием идентификатора платежа, клиента и сотрудника, отсортированных по убыванию суммы.","Для выявления подозрительных крупных транзакций сформировать отчет по последним платежам свыше 10.00, включив идентификатор операции, клиента, обработавшего сотрудника, сумму и дату, отсортировав по дате от новых к старым с лимитом 15 записей.","Вывести 15 последних платежей с суммой не менее 5.00, включив идентификатор платежа, идентификатор клиента, идентификатор сотрудника, сумму и дату платежа, отсортировав записи по дате платежа от новых к старым.",1,758f6a5c-fb42-58c4-8bde-45004bd52662-sql,dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;aaba7f4e-f0ff-5f8e-b937-feb2aebcb6ef-sql;2cbeb819-e994-520f-b0df-fd0cbff51808-sql;e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql,d160bcf2-8920-5c1d-8868-c0e72207bbd8-sql;c35c933b-1acc-5e76-b8d0-0088106e46ad-sql;0975f712-4c74-5187-b542-54f304f1d17a-sql;758e649c-8652-51e2-a62a-350b8be14bea-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql;70125e64-c3a3-5a78-945c-1db179627269-sql
sakila,"Показать 20 последних платежей клиентов на сумму больше 8.00 с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортировав по дате платежа от новых к старым.",easy,1dcf38a1-a9a8-4a3b-94ee-0166b8be43f9,"Скрипт для поиска 20 последних платежей клиентов на сумму больше 8.00 с указанием идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для поиска 20 последних платежей клиентов на сумму свыше 8.00 с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, отсортированных по дате платежа от новых к старым.","Скрипт для отбора 20 последних платежей клиентов с суммой больше 8.00, с выводом идентификатора платежа, клиента, сотрудника, суммы и даты платежа, упорядоченных по дате платежа от новых к старым.","Скрипт для отображения 5 последних платежей на сумму менее 5.00 с идентификатором платежа, клиента, сотрудника, суммой и датой платежа, отсортированных по дате от новых к старым.","Для анализа крупных поступлений выгрузить 20 последних платежей с суммой более 8.00, включив идентификаторы платежа, клиента и сотрудника, сумму и дату, отсортировав по дате от новых к старым.","Выбрать из таблицы платежей записи с суммой, превышающей 6.00, ограничив вывод 15 строками. В результат включить идентификатор платежа, идентификатор клиента, идентификатор сотрудника, сумму платежа и дату платежа. Отсортировать записи по дате платежа в порядке убывания.",2,758f6a5c-fb42-58c4-8bde-45004bd52662-sql,c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;70125e64-c3a3-5a78-945c-1db179627269-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql,e79c18bc-418f-5fd4-9972-7e34cd61cc4a-sql;dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;842ea0df-c638-5a0b-b8a7-5002232ac011-sql;70125e64-c3a3-5a78-945c-1db179627269-sql;aaba7f4e-f0ff-5f8e-b937-feb2aebcb6ef-sql,dd50b6ce-3ff2-5397-a29a-ce6dcd913bae-sql;014ae64a-c12a-5b5a-b27e-ae85d129fedc-sql;c35c933b-1acc-5e76-b8d0-0088106e46ad-sql;c075474a-2169-5a3a-99a8-db6ff1c22a29-sql;758f6a5c-fb42-58c4-8bde-45004bd52662-sql
